country,date,cases,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19
Brazil,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-29,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-01,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-02,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-03,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-04,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-05,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-06,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-07,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
Brazil,2020-03-08,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0
Brazil,2020-03-09,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0
Brazil,2020-03-10,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0
Brazil,2020-03-11,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0
Brazil,2020-03-12,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0
Brazil,2020-03-13,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0
Brazil,2020-03-14,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0
Brazil,2020-03-15,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0
Brazil,2020-03-16,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1
Brazil,2020-03-17,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1
Brazil,2020-03-18,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1
Brazil,2020-03-19,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2
Brazil,2020-03-20,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2
Brazil,2020-03-21,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2
Brazil,2020-03-22,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2
Brazil,2020-03-23,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4
Brazil,2020-03-24,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4
Brazil,2020-03-25,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13
Brazil,2020-03-26,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13
Brazil,2020-03-27,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20
Brazil,2020-03-28,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25
Brazil,2020-03-29,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31
Brazil,2020-03-30,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38
Brazil,2020-03-31,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52
Brazil,2020-04-01,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151
Brazil,2020-04-02,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151
Brazil,2020-04-03,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162
Brazil,2020-04-04,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200
Brazil,2020-04-05,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321
Brazil,2020-04-06,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372
Brazil,2020-04-07,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621
Brazil,2020-04-08,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793
Brazil,2020-04-09,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021
Brazil,2020-04-10,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546
Brazil,2020-04-11,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247,1924
Brazil,2020-04-12,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554,2247
Brazil,2020-04-13,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985,2554
Brazil,2020-04-14,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417,2985
Brazil,2020-04-15,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904,3417
Brazil,2020-04-16,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256,3904
Brazil,2020-04-17,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579,4256
Brazil,2020-04-18,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717,4579
Brazil,2020-04-19,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836,5717
Brazil,2020-04-20,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044,6836
Brazil,2020-04-21,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056,8044
Brazil,2020-04-22,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360,9056
Brazil,2020-04-23,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130,10360
Brazil,2020-04-24,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161,11130
Brazil,2020-04-25,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034,12161
Brazil,2020-04-26,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170,14034
Brazil,2020-04-27,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092,16170
Brazil,2020-04-28,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638,18092
Brazil,2020-04-29,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727,19638
Brazil,2020-04-30,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192,20727
Brazil,2020-05-01,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430,22192
Brazil,2020-05-02,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262,23430
Brazil,2020-05-03,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320,25262
Brazil,2020-05-04,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,28320
Brazil,2020-05-05,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425
Brazil,2020-05-06,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682
Brazil,2020-05-07,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658
Brazil,2020-05-08,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654
Brazil,2020-05-09,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743
Brazil,2020-05-10,162699,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079
Brazil,2020-05-11,169594,162699,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757
Brazil,2020-05-12,178214,169594,162699,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036
Brazil,2020-05-13,190137,178214,169594,162699,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043
Brazil,2020-05-14,203165,190137,178214,169594,162699,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324
